question,answer_llm,answer_orig,document
I'm looking for some good datasets or topic ideas for the project — where should I check?,"Please check this GitHub page for several ideas and datasets you could use for the project, along with tips and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Does the course provide any page with ideas, datasets, and guidelines for the capstone?","Yes — the course points to a GitHub page with project ideas, datasets, tips, and guidelines for the capstone: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Can you point me to the place with project ideas, datasets, and tips for the capstone?","Yes — check the GitHub page here:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes project ideas, datasets, and tips/guidelines for the capstone.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I actually need Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?","No — you don’t need Airflow, Mage, or Kestra for the capstone project.

A simple Python script that ingests and indexes your data is enough for full points on the ingestion-pipeline criterion. A Jupyter notebook with the same steps is also acceptable, but it’s worth 1 point instead of 2.

Use an orchestrator only if it genuinely fits your project, like recurring daily ingestion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion part of my capstone in a notebook instead of a script, do I still get full points?",Not for full points. A Jupyter notebook with the same ingestion steps is worth **1 point instead of 2** on the ingestion pipeline criterion. A plain Python script is enough for full points.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"When does it make sense to use an orchestration tool for the project, like for daily data updates?","It makes sense to use an orchestration tool only if it actually fits your project — for example, if you have a feed that needs **recurring daily ingestion/updates**.

If your capstone just needs a one-time ingestion pipeline, a plain Python script is enough. Don’t add Airflow, Mage, or Kestra just to meet the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Can I skip an orchestrator completely and still satisfy the ingestion pipeline requirement?,"Yes. For the capstone, you can skip an orchestrator entirely and still satisfy the ingestion-pipeline requirement.

A plain Python script that ingests and indexes your data is enough for full points.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Is adding Airflow or similar tools required just to get the ingestion criterion points, or only when the project really needs it?","No — adding Airflow or a similar orchestrator is **not required just to get the ingestion criterion points**.

For the capstone:
- A **plain Python script** that ingests and indexes your data is enough for **full points** on the ingestion-pipeline criterion.
- A **Jupyter notebook** with the same steps gives **1 point instead of 2**.
- Use an orchestrator only if it **actually makes sense for your project** (for example, a daily-updated feed).","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG when I don't have clear ground-truth answers?,"You can evaluate a recommender-style RAG without obvious ground-truth Q&A in two complementary ways:

1. **Synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that should retrieve that item as the top result.
   - Run those queries through your retriever.
   - Measure metrics like **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample real queries.
   - Run the full RAG pipeline.
   - Have an LLM score the output on a fixed rubric, such as **1–5 relevance/usefulness**.

For ranking-style recommendation problems, **NDCG is often a better fit than hit rate** because it rewards good items appearing higher in the list, not just the first result.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What’s a good way to create synthetic test queries for item retrieval in a RAG system?,"A good way is to use **synthetic ground truth**:

- For each item in your dataset, prompt an LLM with the item’s description.
- Ask it to generate about **5 user queries** that should retrieve that item as the **top result**.
- Then run those queries through your retriever and evaluate with **hit rate**, **MRR**, or **NDCG**.

For ranking-style retrieval, **NDCG** is often a better fit than hit rate because it rewards putting good items higher in the list, not just getting the first one right.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"Should I use hit rate or NDCG to measure a ranking-style recommender, and why?","For a ranking-style recommender, **use NDCG** if you can.

**Why:**
- **Hit rate** only checks whether there is at least one relevant item in the top‑k list.
- **NDCG** also cares **where** the relevant items appear in the ranking, so it rewards putting the best items higher.

So if your recommender returns **multiple acceptable items** and the **order matters**, NDCG is usually the better metric.  
If you only care about “did we retrieve something relevant or not?”, hit rate is simpler.

","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How do I use an LLM as a judge to score end-to-end RAG results?,"Use **LLM-as-a-judge** by:

1. **Sampling queries**
2. **Running your full end-to-end RAG flow**
3. **Prompting an LLM to rate the final answer** on a fixed rubric, for example:
   - relevance
   - usefulness
   - correctness
   - completeness

A common setup is a **1–5 scale** with criteria you define in the judge prompt.

For recommender-style or ranking-style tasks, this is one of the recommended evaluation approaches. If you want, I can also show you a sample judge prompt template.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For a recommender RAG, what metrics make sense if more than one item could be a valid result?","For a recommender-style RAG where multiple items could all be valid, **ranking metrics** make the most sense.

Good choices are:

- **NDCG**: often the best fit, because it rewards putting good items higher in the list even if there are multiple acceptable answers.
- **MRR**: useful if you care about how early the first good result appears.
- **Hit rate / Recall@k**: useful if you mainly want to know whether at least one valid item appears in the top-k, but it is less nuanced than NDCG.

From the context, **NDCG is specifically recommended** for cases with multiple acceptable results.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"What chunk size should I start with for a huge PDF corpus, and should I add overlap too?","Start with **fixed-size chunks of about 1000 tokens** and **include some overlap**.

A good approach is:
- **Chunk size:** ~1000 tokens
- **Overlap:** yes, a **small overlap** is recommended so you don’t cut important context at boundaries
- Then **evaluate on a small ground-truth set** and iterate from there

The course advice is not to perfect chunking upfront, but to start simple, measure retrieval quality, and adjust based on results.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Is it worth using an LLM to split documents into sections instead of just chopping by tokens?,"Yes — for this capstone context, it can be worth it to use an LLM to split documents into logical sections instead of only chopping by tokens.

The suggested approach is to start simple with fixed-size chunking, then try smarter chunking like asking an LLM to split each document into sections and index those sections. The key is to run an eval after each change and keep whichever chunking strategy improves hit rate / MRR on your ground-truth set.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Should I attach a short summary to each chunk to help retrieval?,"Yes — for large corpora, a short LLM-generated summary per chunk can help retrieval. The context suggests two good options:

- index the summary alongside the chunk, or
- use it to boost retrieval.

So attaching short summaries can be useful, especially when chunks are long or complex.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For legal or financial docs, do I need BM25 along with embeddings, or is dense search enough?","For legal or financial docs, **hybrid search is preferred**: **BM25 + dense embeddings**.

The context says that for **long, structured documents (legal, financial)**, you should **prefer hybrid search** so that **exact wording isn’t lost during semantic matching**.

So: **dense search alone can work, but BM25 along with embeddings is recommended** for those document types.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Which PDF parsing tools are good before chunking, like for getting clean markdown out of long documents?","Yes — good options before chunking are:

- **`pymupdf4llm`** — fast and gives decent-quality Markdown
- **Docling** — slower, but usually higher quality, especially for tables and figures
- **GROBID** — best for academic papers; extracts structure like sections and references

If your PDFs are scanned or image-based, you may also need OCR first, for example **pytesseract** or a hosted OCR tool like **Mistral OCR**.

A practical approach is to try a couple on a sample of your documents and pick whichever gives the cleanest text/Markdown for your use case.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What do you mean by reproducibility for the capstone project—do reviewers actually need my API keys to run it?,"No — reviewers should **not** need your API keys.

For capstone reproducibility, the idea is that a reviewer can:

- clone your repo,
- follow your README,
- rebuild the system from scratch,
- and run it using **their own credentials**.

So you should:

- **never** commit API keys or hosted-service credentials,
- include a `.env.example` with variable names only,
- keep the real `.env` in `.gitignore`,
- provide a script or notebook to ingest the data and rebuild the search index locally,
- pin dependency versions and document the Python version.

Use a low-cost model if the project needs one, so reviewers don’t burn credits.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let someone rebuild the search index from scratch without putting credentials in the repo?,"Use a reproducible setup where **the repo contains no real credentials**:

- Add a **script or notebook** that can ingest the data and **rebuild the search index from scratch** locally.
- Include a **`.env.example`** with only the variable names, not the values.
- Tell users to create their own **`.env`** file with their own API keys.
- Keep `.env` in **`.gitignore`**.

So the reviewer should be able to clone your repo and recreate everything using **their own credentials**, not yours.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Do I need to include my real `.env` file for the project, or is there a safer way to show the needed variables?","No — don’t include your real `.env` file in the repo.

Safer approach:
- Keep `.env` in `.gitignore`
- Add a `.env.example` file with the variable names only, for example:
  ```bash
  OPENAI_API_KEY=
  GROQ_API_KEY=
  GEMINI_API_KEY=
  ```
- Tell users/reviewers to create their own `.env` locally

This is the recommended way to show the needed variables without exposing secrets.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
What model should I use so the reviewer can test the project without spending too many credits?,Use a cheap model such as **gpt-4o-mini** or **Groq** so the reviewer doesn’t spend too many credits when testing the project.,"Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Which versions of Python or dependencies should I pin so the project is easy to reproduce on another machine?,"Pin:

- the **Python version**
- your **dependency versions** with a lock file or `requirements.txt`
- **Docker version**, if you use Docker

The context specifically says to pin dependency versions in `requirements.txt` or a `pyproject.toml` lock file and to document the Python version so the project is easy to reproduce.

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Can I do the homework in something like JavaScript or Go instead of Python?,"In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path, and this applies to every homework and the final project.

Using JavaScript, Go, or another stack is technically possible, but only if you have a strong reason. If you do, your documentation must be very thorough so the reviewer can easily reproduce and run it.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Is Python required for the capstone project, or can I use another stack if I really want to?","Python is the easiest and recommended path, and that applies to the capstone project too.

Using another stack is technically possible, but only if you have a strong reason. If you do, make sure your documentation is very thorough so the reviewer can reproduce and evaluate it easily.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I submit a project in Rust or Java, what should I put in the README so the reviewer can run it?","Your README should explain **how to install dependencies and run the project on Windows, macOS, and Linux**, in enough detail that a reviewer who does not know Rust or Java can reproduce it.

From the context, for a non-Python project it should be **very thorough** and include steps like:

- how to install the language/runtime/toolchain
- how to fetch/install dependencies
- how to build and run the project
- any OS-specific notes for Windows, macOS, and Linux

For example, in the style of the context:

```bash
go mod tidy
go run .
```

So for Rust or Java, include the equivalent commands and clear setup instructions in the README. If AI tools shaped major decisions, document that too.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Do you allow non-Python languages for all assignments, or only for the final project?","Non-Python languages are allowed for both homework and the final/capstone project, not just the final project. However, Python is the default and easiest path, and if you use another language you need very thorough documentation so the work is easy to reproduce and review.

","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I use a language other than Python, what kind of install and run instructions do I need to provide?","You need to provide **very thorough README instructions** that assume the reviewer knows **nothing about that language or ecosystem**.

Specifically, your documentation should explain how to:

- **Install all dependencies**
- **Run the homework or project**
- Do this on **Windows, macOS, and Linux**

For example, a non-Python project should include command-level steps like:

```bash
go mod tidy
go run .
```

The submission must still be **easy to reproduce and evaluate**.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where do I look to see past LLM Zoomcamp capstone project submissions?,"You can browse past LLM Zoomcamp capstone project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with older LLM Zoomcamp projects I can browse for ideas?,"Yes — you can browse previous LLM Zoomcamp projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages list submitted repositories and can help you get ideas about the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can I check previous capstone repositories from LLM Zoomcamp somewhere?,"Yes — you can browse previous LLM Zoomcamp capstone/project repositories here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages list submitted repositories and are useful for checking the expected scope and quality.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do you have links to the 2024 and 2025 LLM Zoomcamp project galleries?,"Yes:

- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Where can I find examples of submitted LLM Zoomcamp projects to understand the expected level?,"You can find examples of submitted LLM Zoomcamp projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and are useful for understanding the expected level, scope, and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
"Do I need to reserve my capstone project idea before I start, or can I just begin working on it?","No, you do not need to reserve or announce your capstone idea before starting. You can just begin working on it. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"If I’m not sure about my project idea, is there a place in Slack where I can ask for feedback?","Yes — if you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Are there any examples of past capstone projects I can check to see what kind of scope is expected?,"Yes — you can check previous LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These submissions can help you understand the expected scope and quality.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
